Ticker,forwardPE,revenueGrowth,overallRisk,netIncomeToCommon,auditRisk,beta,boardRisk,compensationRisk,currentRatio,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,forwardEps,heldPercentInsiders,heldPercentInstitutions,industry,netIncomeToCommon,pegRatio,quickRatio,recommendationMean,returnOnAssets,returnOnEquity,revenuePerShare,sector,shareHolderRightsRisk,sharesShort,sharesShortPriorMonth,shortRatio,trailingEps
DY,17.265432,0.025,2,102297000,2,0.873773,3,2,3.239,96.858,-0.319,-0.316,0.084180005,14.233,1.198,4.86,0.051119998,1.03607,Engineering & Construction,102297000,2.3,2.896,1.9,,,89.765,Industrials,3,2769024,3551082,3.14,3.168
ANET,35.132786,0.283,9,226536000,2,1.578977,9,9,3.17,2.127,,,0.31936002,33.764,10.783,8.51,0.29516,0.55602,Computer Systems,226536000,1.81,2.566,2.2,0.14618,0.14739999,25.784,Technology,7,2284723,2629210,3.13,2.946
VIPS,9.830986,0.184,,337839296,,2.342929,,,1.114,41.431,0.553,0.764,0.04329,8.175,0.354,0.71,0.04285,0.62028,Specialty Retail,337839296,592.64,0.844,2.7,0.04818,0.18951,19.477,Consumer Cyclical,,21228183,18245607,3.13,0.517
TRTN,7.970464,0.177,2,450078016,2,3.812,6,5,3.013,312.232,1.1,1.296,0.96258,8.268,7.958,4.74,0.113199994,0.66607004,Rental & Leasing Services,450078016,0.9,2.29,1.6,0.04257,0.22093001,16.644,Industrials,1,1901917,1268553,3.13,5.661
XRX,7.8923516,-0.022,5,101000000,1,1.104117,1,8,1.845,93.027,-0.334,-0.325,0.13554,8.163,1.106,3.53,0.03588,0.86617,Information Technology Services,101000000,4.19,1.416,2.8,0.036960002,0.022920001,40.007,Technology,8,7211698,5092190,3.13,0.432
CSX,18.447762,0.058,1,6169999872,1,1.256733,8,1,1.663,98.324,0.836,0.72,0.47833002,13.74,6.572,4.02,0.052670002,0.76928,Railroads,6169999872,1.01,1.408,2.1,0.07249,0.48166,13.06,Industrials,1,19785151,11221856,3.12,6.939
BURL,23.82153,0.128,4,415072000,1,-0.081243,4,2,1.008,1020.564,0.644,0.577,0.11123,17.46,1.942,7.06,0.00894,1.02212,Discount Stores,415072000,1.21,0.152,2,0.11896,11.79802,92.668,Consumer Defensive,8,2032579,2226338,3.11,5.969
CMCSA,13.258065,0.021,10,23953999872,1,1.364863,7,8,0.958,88.362,0.327,0.276,0.32563,8.078,2.63,2.79,0.00684,0.83746004,Pay TV,23953999872,0.89,0.767,2,0.059759997,0.36947,18.76,Communication Services,10,62178138,71552338,3.1,5.088
VTR,37.654087,0.043,4,1251778048,1,0.305685,7,4,0.555,96.079,0.095,0.097,0.51168996,17.024,8.711,1.59,0.00386,0.87921,REIT - Healthcare Facilities,1251778048,6.52,0.399,3.1,0.027139999,0.11733,10.24,Real Estate,5,7204096,7063331,3.08,3.478
SAP,21.192919,0.038,9,4958112256,1,1.195519,8,10,1.001,29.681,0.082,0.076,0.26248,20.457,5.37,5.65,0,0.06583,Software - Application,4958112256,2.47,0.913,2.2,0.07463,0.17018,23.08,Technology,1,2804818,2471112,3.08,4.15
LULU,40.878628,0.245,4,349628000,1,-0.095414,3,2,2.912,7.575,0.985,0.966,0.24367,22.645,5.518,3.79,0.063260004,0.86335,Apparel Stores,349628000,2.5,1.784,2.3,0.21062,0.25726998,21.628,Consumer Cyclical,8,4573343,4065490,3.07,2.573
WLL,13.121134,0.698,5,-1067577984,2,3.744034,6,3,0.508,70.527,,,0.53179,8.147,4.333,3.88,0.00866,0.96145,Oil & Gas E&P,-1067577984,0.32,0.451,2.3,-0.06329,-0.23895,18.661,Energy,6,9497039,11534168,3.07,-11.757
FIS,18.490599,-0.067,6,1444000000,1,0.874829,9,7,1.379,84.332,0.524,0.525,0.28777,17.095,4.919,5.85,0.00691,0.90142995,Business Services,1444000000,1.54,0.947,1.8,0.0432,0.14375,26.936,Industrials,2,4395507,3636118,3.06,4.298
HOLX,16.29508,0.022,8,-79100000,1,0.914477,3,9,1.292,133.505,0.952,0.897,0.32347,13.001,4.206,2.44,0.00363,1.02175,Medical Instruments & Supplies,-79100000,1.9,0.918,2.1,0.04593,-0.029760001,11.587,Healthcare,7,7190774,8261892,3.05,-0.291
DRRX,-7.277777,-0.21,7,-962000,2,2.103361,6,4,3.597,70.257,,,-0.34048998,-15.787,5.375,-0.18,0.03961,0.48064998,Drug Manufacturers - Specialty & Generic,-962000,-0.38,3.168,2.3,-0.1426,-0.07279,0.227,Healthcare,8,1906217,2450360,3.05,-0.011
TSLA,104.02069,0.435,8,-2721816064,2,0.827374,9,5,0.733,254.641,,,-0.03393,-138.374,4.695,2.9,0.25186002,0.59529996,Auto Manufacturers,-2721816064,-1.58,0.307,2.8,-0.0515,-0.50118,81.111,Consumer Cyclical,6,32720582,34721889,3.04,-16.138
ULTA,20.344288,0.174,7,591406976,1,0.820028,1,7,2.419,,0.317,0.282,0.17433001,13.21,2.303,12.78,0.05278,0.92653,Specialty Retail,591406976,1.06,0.764,2.1,0.17599002,0.34534,99.918,Consumer Cyclical,9,2076092,2272440,3.04,9.608
HCLP,4.4569287,0.838,,189650000,,1.297392,,,1.847,22.639,2.723,3.152,0.28834,4.997,1.441,2.67,0.10665,0.25717,Industrial Metals & Minerals,189650000,-2.96,1.425,2.4,0.11534,0.24154,9.488,Basic Materials,,9770137,7909666,3.04,2.084
WPM,24.898552,0.064,6,315132000,2,0.527316,6,7,4.759,18.273,3.786,3.705,0.66275,15.121,10.021,0.69,0.00147,0.58734,Silver,315132000,3.85,4.594,1.8,0.031600002,0.0614,1.937,Basic Materials,3,5266343,5152580,3.02,0.711
SLB,22.967272,0.113,3,-755000000,1,1.019833,5,2,1.122,47.703,,,0.21468,15.04,3.229,2.75,0.00077,0.80447,Oil & Gas Equipment & Services,-755000000,0.81,0.774,2.1,0.02848,-0.01939,23.252,Energy,5,18191500,20800798,3.01,-0.545
FDX,12.185314,0.101,4,4566000128,2,1.560926,5,6,1.386,85.419,0.108,0.105,0.12747,9.461,1.206,20.02,0.07597,0.74565005,Integrated Shipping & Logistics,4566000128,1.07,1.22,1.9,0.06503,0.25766,245.131,Industrials,4,4129380,4553086,3.01,16.79
WB,20.036552,0.684,,472110016,,2.684216,,,3.97,61.456,0.879,0.916,0.36913,30.144,11.127,3.83,0.074149996,0.38294998,Internet Content & Information,472110016,0.6,3.369,1.8,0.15641,0.40049,6.624,Technology,,6965820,7709852,3,2.079
VZ,11.470465,0.054,3,30954000384,1,0.682268,5,3,0.955,215.955,-0.068,-0.055,0.36157,7.274,2.63,4.74,0.00032,0.66335,Telecom Services,30954000384,2.18,0.793,2.3,0.07136,0.78249,31.598,Communication Services,4,36539785,35866602,3,7.536
CBOE,20.826447,0.042,6,514000000,2,0.534009,7,7,0.859,38.433,0.217,0.22,0.29194,15.616,4.559,4.84,0.00962,0.84790003,Financial Exchanges,514000000,1.56,0.84,2.4,0.06824,0.17317,23.851,Financial Services,5,2351494,2605189,2.99,4.555
PG,17.611464,0.026,3,9484999680,1,0.426558,7,3,0.826,59.161,-0.137,-0.146,0.26357,13.051,3.44,4.71,0.00068,0.61019003,Household & Personal Products,9484999680,2.9,0.586,2.7,0.0774,0.1815,26.423,Consumer Defensive,4,22328828,21398022,2.99,3.67
AZN,20.393618,0.021,6,2676999936,1,0.605416,2,9,0.724,137.99,-0.283,-0.266,0.20034,25.953,5.2,1.88,7.00E-05,0.16985,Drug Manufacturers - Major,2676999936,1.9,0.541,1.8,0.020130001,0.17146999,8.8205,Healthcare,1,9872510,8887721,2.96,1.055
MMM,18.781836,0.074,2,4410999808,1,1.124864,4,4,1.56,139.394,0.19,0.173,0.25982,15.811,4.108,11.23,0.07744,0.10421,Diversified Industrials,4410999808,2.1,0.963,2.9,0.12213001,0.40105,55.144,Industrials,2,6841239,7732425,2.95,7.228
FITB,10.78022,0.213,6,2707000064,1,1.282441,7,1,,,0.778,0.597,0,,4.775,2.73,0.00154,0.86393,Banks - Regional - US,2707000064,1.96,,2.9,0.019960001,0.172,10.536,Financial Services,9,19230580,16127693,2.95,3.801
NCLH,10.3494215,0.132,7,829320000,1,1.733132,9,8,0.203,120.085,0.161,0.142,0.29062,11.094,3.224,5.18,0.0208,1.0061799,Leisure,829320000,0.84,0.076,1.8,0.04768,0.15531999,25.201,Consumer Cyclical,3,6129529,4521326,2.95,3.622
CRSP,-17.764889,-0.696,,-91247000,,,,,17.886,,,,-2.24964,-26.608,59.859,-3.19,0.42931998,0.39238998,Biotechnology,-91247000,,17.352,2.3,-0.16502,-0.39418998,0.858,Healthcare,,2974799,3294861,2.94,-2.106
AMT,40.96703,0.071,3,1100499968,1,0.870489,5,6,0.448,295.881,-0.138,-0.164,0.59319997,21.358,12.67,3.64,0.00174,0.95593,Telecom Services,1100499968,5.8,0.342,1.9,0.044060003,0.1466,15.928,Communication Services,2,5269307,5270082,2.92,2.522
RHP,21.43237,0.126,2,179072992,2,1.384472,3,1,1.604,448.172,0.174,0.175,0.27882,17.959,5.007,4.14,0.03041,0.87906,REIT - Hotel & Motel,179072992,1.84,0.641,2.1,0.05608,0.48462,23.977,Real Estate,3,648318,647486,2.92,3.48
ARNC,13.987499,0.096,2,-364000000,1,,3,5,2.041,121.828,-0.422,-0.434,0.12946,8.926,1.156,1.6,0.00338,0.84717005,Diversified Industrials,-364000000,0.84,1.039,2.3,0.03965,-0.06289,28.624,Industrials,3,12208611,13225020,2.91,-0.837
BX,11.427244,0.735,,1791427968,,1.62935,,,1.161,71.3,1.184,1.199,0,,5.196,3.23,0.00582,0.5011,Asset Management,1791427968,2.12,0.858,1.6,0.1339,0.28901,11.701,Financial Services,,9613635,8512262,2.91,2.661
AEM,41.09524,0.012,2,162963008,2,-0.320506,3,5,4.018,34.933,-0.913,-0.909,0.38022,10.658,4.053,0.84,0.00171,0.78126,Gold,162963008,10.56,2.268,2.1,0.0271,0.03332,9.821,Basic Materials,1,3079303,3166304,2.9,0.69
NLSN,20.155039,0.002,4,371000000,1,0.652404,3,6,1.185,204.099,-0.455,-0.45,0.24884,10.703,2.663,1.29,0.00425,1.09078,Business Services,371000000,1.04,0.961,2.1,0.04753,0.08916,18.694,Industrials,5,27846505,23066131,2.9,1.04
KO,19.897322,-0.08,8,2163000064,1,0.558527,8,10,1.147,232.216,0.688,0.689,0.33146998,20.073,6.654,2.24,0.00755,0.67646,Beverages - Soft Drinks,2163000064,2.98,0.762,2.3,0.06779,0.10609,7.776,Consumer Defensive,2,29320452,28673755,2.9,0.558
HUN,8.812139,0.17,3,513000000,1,3.295364,6,4,1.934,63.047,1.498,1.479,0.15665,7.606,1.192,3.46,0.14378001,0.80105,Chemicals,513000000,1.19,0.542,1.9,0.06671,0.29287001,37.891,Basic Materials,1,6909117,7930492,2.9,4.429
EOG,17.060608,0.696,3,3866329088,1,1.255914,6,6,0.985,36.87,29,29.223,0.43882,11.844,5.197,6.93,0.00475,0.88582003,Oil & Gas E&P,3866329088,0.2,0.763,2.1,0.054380003,0.24662,24.841,Energy,1,7793923,12292112,2.89,6.667
CAH,9.541134,0.072,2,256000000,1,1.119349,3,2,1.073,149.745,,,0.022049999,7.784,0.172,5.47,0.00466,0.86279,Medical Distribution,256000000,2.09,0.419,2.8,0.030989999,0.03979,437.089,Healthcare,4,11456705,9716184,2.88,0.81
BLX,9.481651,-0.127,,72184000,,1.612423,,,,,-0.046,-0.049,0,,20.27,2.18,0.00165,0.57416,Banks - Regional - Latin America,72184000,1.44,,2,0.01132,0.06969,3.007,Financial Services,,245105,322927,2.87,1.829
ENLK,44.499996,0.41,,107600000,,2.596121,,,0.719,84.696,,3.665,0.14844,12.388,1.839,0.4,0.52708,0.46458998,Oil & Gas Midstream,107600000,0.27,0.639,2.5,0.02925,0.06197,19.187,Energy,,4281656,1847035,2.86,0.308
CELG,8.910377,0.166,6,2798000128,1,1.346712,10,2,1.522,620.612,0.051,-0.051,0.35838002,16.631,5.96,10.6,0.00381,0.75954,Biotechnology,2798000128,0.54,1.223,2.2,0.0889,0.47124,18.695,Healthcare,3,15805908,15863260,2.84,3.596
NFX,6.329467,0.689,5,387000000,1,1.661779,7,2,0.72,148.476,0.204,0.214,0.44178,7.784,3.439,4.31,0.00568,1.02791,Oil & Gas E&P,387000000,0.25,0.61,2.1,0.05469,0.27186,11.063,Energy,7,7747609,7952964,2.84,1.93
STI,12.467796,0.068,3,2532999936,2,1.480358,3,1,,,0.447,0.367,0,,5.044,5.9,0.00346,0.8585,Banks - Regional - US,2532999936,0.85,,2.2,0.01278,0.108660005,18.511,Financial Services,7,8347013,9413216,2.83,5.313
ALL,11.063807,0.029,1,3440000000,1,0.868848,3,6,0.465,27.883,0.208,0.168,0.1345,7.594,1.021,9.09,0.0031,0.78621,Insurance - Property & Casualty,3440000000,0.84,0.23,2.3,0.02644,0.15983,109.525,Financial Services,1,5228168,4735655,2.83,9.519
XEC,10.56,0.219,8,584211008,2,0.883948,8,5,1.344,51.541,0.446,0.45,0.61115,6.837,4.179,8,0.01606,1.02389,Oil & Gas E&P,584211008,0.23,1.161,2.1,0.0962,0.22830999,22.836,Energy,8,3958413,4648182,2.81,6.237
MNST,30.752525,0.12,9,906230016,2,0.923003,10,9,2.977,,0.231,0.213,0.36361,25.1,9.127,1.98,0.27607,0.66059,Beverages - Soft Drinks,906230016,2.05,2.382,2.1,0.16933,0.24555,6.353,Consumer Defensive,5,6824083,8370412,2.8,1.579
ADM,13.96122,0.142,2,1939000064,2,0.841863,4,7,1.591,40.623,1.083,1.051,0.04304,12.816,0.552,3.61,0.00289,0.78616995,Farm Products,1939000064,-1.65,0.358,2.3,0.02917,0.107650004,112.573,Consumer Defensive,1,10317571,9421576,2.8,3.425
RE,9.331381,0.235,9,209840992,1,0.209841,10,7,2.175,7.687,-0.714,-0.715,0,,1.217,23.9,0.2534,0.98620003,Insurance - Reinsurance,209840992,0.32,1.27,2.6,0.00293,0.025179999,178.55,Financial Services,9,900501,859196,2.8,5.137
KMI,17.524754,0.018,7,-411000000,1,0.79285,8,8,0.49,107.598,,,0.42205003,13.557,5.722,1.01,0.13703,0.62452,Oil & Gas Midstream,-411000000,1.65,0.345,1.8,0.02791,-0.00541,6.203,Energy,6,35365854,33663856,2.79,-0.185
CL,20.496914,0.016,4,2200999936,1,0.581578,3,8,1.058,,0.237,0.216,0.28323,14.477,4.1,3.24,0.00387,0.77603996,Household & Personal Products,2200999936,3.24,0.624,2.7,0.19600001,,17.975,Consumer Defensive,2,10420050,12306432,2.78,2.498
AZO,13.534769,0.016,7,1371154048,1,0.820853,9,8,0.95,,0.173,0.106,0.22018999,10.089,2.221,56.66,0.00711,0.9468,Specialty Retail,1371154048,1.34,0.103,2.3,0.1446,,407.383,Consumer Cyclical,5,649224,757986,2.78,49.178
PLNT,37.224636,0.206,9,57647000,2,0.504849,8,8,2.081,,0.849,1.085,0.41909,25.422,10.654,1.38,0.001,1.03779,Leisure,57647000,2.41,1.929,1.9,0.08266,,5.432,Consumer Cyclical,8,3261632,4126956,2.76,0.659
ETSY,73.77272,0.302,8,86818000,2,-0.202187,8,9,5.87,74.661,-0.73,-0.71,0.15314001,66.771,10.225,0.66,0.04013,0.8953,Specialty Retail,86818000,7.4,5.27,2.4,0.05096,0.25620002,4.108,Consumer Cyclical,8,8282504,7060159,2.75,0.694
ICE,19.697676,0.056,5,2511000064,2,0.301871,6,1,0.977,41.069,0.1,0.086,0.62432,5.099,3.183,3.87,0.93031,0,Financial Exchanges,2511000064,1.78,0.027,1.8,0.01966,0.15501,8.161,Financial Services,6,5804099,4737940,2.75,4.273
CX,11.435484,0.123,,563968000,,1.443538,,,0.761,94.397,0.333,0.393,0.18313,9.143,1.674,0.62,0.0035,0.35678002,Building Materials,563968000,1.08,0.531,2.2,0.03753,0.059369996,8.62,Basic Materials,,17560891,21075934,2.75,0.36
JBHT,18.75,0.239,9,755486016,2,1.105017,10,3,1.129,49.426,0.557,0.55,0.13998,12.708,1.779,6.44,0.20687,0.74684,Integrated Shipping & Logistics,755486016,1.02,0.893,2.3,0.10419,0.4391,72.229,Industrials,7,2653492,3005986,2.73,6.828
SYK,21.338789,0.103,2,1080000000,1,0.399178,6,4,1.832,76.131,0.155,0.156,0.27331,19.218,5.253,7.94,0.07904,0.77042,Medical Devices,1080000000,2.33,0.991,2,0.0837,0.1108,34.857,Healthcare,2,3360975,4174018,2.72,2.832
ROK,20.218996,0.062,7,393800000,1,1.23198,4,3,1.925,85.023,-0.054,-0.084,0.20615,15.928,3.284,8.95,0.00617,0.78052,Diversified Industrials,393800000,1.83,1.504,3,0.11505,0.21766001,52.041,Industrials,9,3410081,3366401,2.72,3.069
CI,12.390789,0.101,4,2547000064,1,0.765676,3,1,0.833,35.881,0.044,-0.009,0.11399,9.599,1.094,15.2,0.02481,0.91972,Health Care Plans,2547000064,0.95,0.438,1.9,0.04733,0.17382,178.136,Healthcare,8,8638463,6165380,2.72,10.255
RACE,31.973171,-0.016,7,679985984,1,1.292,7,5,2.359,199.654,0.181,0.179,0.28809,23.117,6.66,4.1,0.34306,0.41687,Auto Manufacturers,679985984,1.57,1.819,2.3,0.123950005,0.8122,21.051,Consumer Cyclical,9,3573502,3274322,2.7,3.576
RTN,17.163511,0.055,3,2399000064,1,0.547337,7,6,1.613,45.436,0.473,0.447,0.14954,15.272,2.284,11.62,0.00155,0.75294,Aerospace & Defense,2399000064,0.79,1.446,1.7,0.06955,0.21263,89.824,Industrials,2,4670618,4537154,2.7,8.289
CBS,9.047781,0.064,10,1368999936,2,1.183598,10,10,1.598,454.545,6.334,5.897,0.21733,9.49,2.062,5.86,0.06953,0,Media - Diversified,1368999936,0.58,1.017,2.3,0.08387999,0.57113,36.952,Consumer Cyclical,10,9595064,10509638,2.7,3.735
MRK,14.910869,0.054,1,1340999936,1,1.100765,4,1,1.327,71.629,-0.113,-0.123,0.28774,16.711,4.809,4.6,0.00073,0.75714,Drug Manufacturers - Major,1340999936,2.22,0.821,2.1,0.050819997,0.037750002,15.253,Healthcare,2,21898123,17575795,2.69,0.485
WTW,19.454546,0.199,10,217520992,5,4.233799,10,10,0.768,,0.507,0.566,0.26893,16.906,4.547,3.85,0.092659995,0.8247,Personal Services,217520992,0.62,0.528,1.8,0.1664,,22.321,Consumer Cyclical,7,5095312,5761057,2.68,3.13
CRM,55.92674,0.281,7,723478016,2,1.134253,5,9,0.803,27.173,18.5,15.858,0.09927,98.99,9.827,2.73,0.050029997,0.87746,Software - Application,723478016,2.19,0.638,1.7,0.01312,0.06583,16.179,Technology,6,11000683,14593312,2.67,0.959
TJX,20.327173,0.116,9,2974718976,1,0.383187,6,10,1.643,42.702,0.375,0.338,0.13176,13.683,1.803,5.41,0.0008,0.92177004,Apparel Stores,2974718976,2.07,0.767,2.1,0.19406,0.60908,60.126,Consumer Cyclical,5,7159856,8562165,2.67,4.677
AOBC,19.48611,0.076,2,29938000,1,-0.299052,4,2,2.599,45.548,,,0.15414,7.37,1.136,0.72,0.021189999,0.68403,Aerospace & Defense,29938000,1.3,0.722,2,0.03737,0.07326,11.384,Industrials,3,2089420,2632286,2.67,0.547
UNH,18.65601,0.121,1,11859999744,1,0.757217,5,2,0.706,66.617,0.284,0.279,0.084750004,15.233,1.291,14.39,0.01617,0.88192004,Health Care Plans,11859999744,1.37,0.637,1.5,0.069699995,0.24525999,221.177,Healthcare,2,6141661,6410144,2.66,12.013
XOM,14.576364,0.264,9,20949999616,1,0.80013,9,10,0.81,21.299,0.179,0.179,0.1399,10.487,1.467,5.5,0.00093,0.54549,Oil & Gas Integrated,20949999616,0.8,0.487,2.8,0.03356,0.1121,61.699,Energy,1,27366090,32220387,2.66,4.907
I,-14.359477,0.008,,-233992000,,1.578102,,,1.205,,,,0.75661004,10.17,7.695,-1.53,0.48183,0.50756,Telecom Services,-233992000,0.89,1.133,3,0.04681,,17.89,Communication Services,,7465189,10402459,2.66,-1.939
MDT,17.371172,-0.001,5,3163000064,1,0.759066,6,3,2.465,50.116,0.068,0.058,0.32367,14.978,4.848,5.55,0.00062,0.83629,Medical Devices,3163000064,2.68,1.83,2.2,0.04618,0.06256,22.111,Healthcare,6,9585035,9130494,2.65,2.319
MOS,15.033654,0.257,4,-93400000,2,1.672511,1,6,1.607,48.176,-0.364,-0.302,0.18133,10.995,1.994,2.08,0.093059994,0.79837996,Agricultural Inputs,-93400000,1.42,0.706,2.3,0.02238,-0.0091,22.355,Basic Materials,2,11702820,13139367,2.65,-0.254
WMB,30.193876,0.087,2,2007000064,1,1.987385,1,3,0.787,137.988,0.632,0.667,0.42938,14.515,6.232,0.98,0.00112,0.60662,Oil & Gas Midstream,2007000064,3.62,0.591,1.9,0.024130002,0.14928001,10.031,Energy,5,45109771,23180147,2.64,2.418
INTU,30.105625,0.173,2,1211000064,1,1.134051,3,6,1.136,18.607,1,1.042,0.29091,31.774,9.244,7.29,0.04689,0.90487,Software - Application,1211000064,2.01,0.876,2.3,0.20238,0.65318,23.297,Technology,2,2848799,2847957,2.63,4.64
JACK,20.053097,-0.236,1,127080000,1,0.135222,3,3,0.829,,0.311,0.246,0.23452999,10.687,2.506,4.52,0.01986,1.00622,Restaurants,127080000,2.15,0.36,2.2,0.14107999,,47.391,Consumer Cyclical,1,1550320,2124667,2.62,4.588
MET,8.3436365,0.382,7,5234999808,2,1.095696,5,9,1.004,186.426,0.033,-0.022,0.087840006,20.392,1.791,5.5,0.81897,0,Insurance - Life,5234999808,0.72,0.842,2.4,0.00412,0.086619996,65.251,Financial Services,4,13562794,14206280,2.61,4.047
CMG,39.764015,0.083,9,169732992,2,0.361149,10,9,2.029,,-0.276,-0.297,0.10499,26.371,2.769,11.95,0.02552,0.59527,Restaurants,169732992,2.28,1.774,2.6,0.09215,0.119440004,165.744,Consumer Cyclical,3,2515605,2600946,2.6,6.034
YUM,22.746073,-0.055,3,1608000000,2,0.466317,1,6,1.302,,0.672,0.558,0.33727002,18.883,6.369,3.82,0.00243,0.7511,Restaurants,1608000000,1.92,0.929,2.2,0.22059,,17.222,Consumer Cyclical,5,4304218,5048919,2.6,4.703
LOW,18.125,0.071,3,3923000064,2,1.384087,3,4,1.062,273.845,0.107,0.071,0.11083,12.883,1.428,6,0.00157,0.74973,Home Improvement Stores,3923000064,1.35,0.181,1.9,0.10661,0.69541,85.572,Consumer Cyclical,3,8934604,8740954,2.6,4.754
AEP,17.368038,0.122,4,1928199936,1,-0.020225,3,2,0.505,130.812,0.408,0.409,0.33015,11.338,3.743,4.13,0.00018,0.73957,Utilities - Regulated Electric,1928199936,3.29,0.292,2.1,0.03213,0.10609,32.461,Utilities,7,6287873,7715362,2.6,3.91
PE,12.565611,1.189,6,238631008,2,0.018185,8,5,0.929,35.786,1.639,1.924,0.62661,12.077,7.568,2.21,0.16837,0.025139999,Oil & Gas E&P,238631008,0.32,0.851,1.9,0.02725,0.04614,5.491,Energy,6,10924501,13990063,2.6,0.822
AABA,-5.6043515,,,22582235136,,1.952252,,,1.954,7.109,,,0.68216,330.313,225.328,-12.41,0.07831,0.84872,Asset Management,22582235136,,1.954,2.5,0.00143,0.40715998,0.332,Financial Services,,43230031,35761739,2.6,28.21
SNH,27.695654,0.046,9,459022016,2,0.466369,10,8,6.018,106.585,6.695,6.704,0.49596,15.255,7.566,0.69,0.014930001,0.75875,REIT - Healthcare Facilities,459022016,3.38,1.84,3.2,0.02339,0.13694,4.625,Real Estate,9,3793719,3506089,2.59,1.93
WM,20.56561,0.017,2,2184000000,1,0.664069,2,4,0.748,161.757,0.42,0.378,0.28,12.718,3.561,4.42,0.00237,0.80581003,Waste Management,2184000000,1.77,0.677,2,0.07788,0.37793,33.698,Industrials,5,5153196,6029359,2.57,4.993
BKNG,19.428074,0.169,3,2749515008,1,0.88198,6,5,1.921,83.674,0.399,0.357,0.3987,17.154,6.839,100.45,0.00289,0.94869006,Leisure,2749515008,1.37,1.732,2.2,0.12973,0.24925,282.44,Consumer Cyclical,2,1268571,1221294,2.57,55.7
FSLR,17.302326,-0.504,3,-192247008,1,0.684016,6,6,4.888,9.086,,,0.1088,11.159,1.214,3.01,0.32044,0.56921,Solar,-192247008,8.44,4.232,2.6,0.0129,-0.036960002,22.026,Technology,1,4253493,6316427,2.57,-1.841
MXIM,18.213856,0.052,1,467318016,2,1.60748,1,2,4.026,77.193,0.237,0.189,0.40095,15.801,6.335,3.32,0.0078,0.939,Semiconductors,467318016,1.45,3.645,2.5,0.11769,0.22611,8.827,Technology,3,5053453,5242660,2.56,1.64
CNC,17.563549,0.127,8,1075000064,1,1.155665,8,8,1.255,59.908,0.042,0.181,0.046430003,12.993,0.603,8.34,0.022850001,0.92487,Health Care Plans,1075000064,1.13,1.152,2.1,0.04587,0.12311,272.286,Healthcare,9,3587311,4873366,2.56,5.878
MYL,7.3969755,-0.052,10,457200000,2,1.377937,10,10,1.295,120.301,-0.873,-0.874,0.30294,9.739,2.95,5.29,0.061240003,0.86217004,Drug Manufacturers - Specialty & Generic,457200000,1.03,0.66,2.1,0.0315,0.036510002,22.349,Healthcare,6,13737403,11598086,2.56,0.867
SPGI,21.863781,0.066,1,1627000064,1,1.093468,1,4,1.273,177.068,0.123,0.095,0.48941,17.899,8.76,9.47,0.00299,0.86375,Capital Markets,1627000064,1.59,1.166,2.3,0.20011999,0.84106004,24.781,Financial Services,3,2659866,3885268,2.54,6.369
SBUX,20.246212,0.115,3,4551399936,1,0.578637,6,5,1.006,170.113,0.298,0.233,0.20993,15.105,3.171,2.64,0.029579999,0.74722,Restaurants,4551399936,1.59,0.682,2.3,0.15100999,0.92447996,17.124,Consumer Cyclical,2,26824990,27147718,2.54,3.203
SQ,112.20253,0.478,10,-61653000,2,4.128,8,8,2.181,99.058,,,-0.00468,-2821.496,13.211,0.79,0.018380001,0.77560997,Software - Application,-61653000,3.56,1.885,2.5,-0.01113,-0.06906,6.825,Technology,10,25558574,33755148,2.53,-0.159
WPX,22.174417,1.496,2,-553000000,1,2.942266,5,1,0.585,54.739,,,0.25026,21.387,5.352,0.86,0.00843,0.96967006,Oil & Gas E&P,-553000000,1.26,0.397,1.7,-0.02185,-0.1306,4.851,Energy,4,14022022,26453699,2.52,-1.002
AET,16.348572,0.002,6,3503000064,1,0.772363,7,7,1.082,46.172,0.019,0.007,0.100360006,10.478,1.052,12.25,0.00384,0.86864,Health Care Plans,3503000064,1.83,0.839,2.5,0.0594,0.21284,185.192,Healthcare,5,4865902,4256256,2.52,10.608
F,6.869565,-0.023,10,6765000192,2,0.786196,9,7,1.213,417.969,-0.474,-0.479,0.08723,12.11,1.056,1.38,0.23798999,0.07606,Auto Manufacturers,6765000192,0.49,1.042,2.9,0.01365,0.19695999,39.918,Consumer Cyclical,10,109681188,102554489,2.52,1.69
TSM,17.03125,0.091,,11601751040,,0.973297,,,2.071,8.73,0.091,0.091,0.66470003,9.27,6.162,2.56,0.00025,0.19652,Semiconductors,11601751040,1.26,1.843,2.2,0.120579995,0.24937001,6.405,Technology,,20053825,18295842,2.51,2.235
LOGM,14.818965,0.189,3,139507008,2,0.965771,4,2,0.645,6.513,-0.571,-0.559,0.30158,13.091,3.948,5.8,0.01762,1.0331501,Software - Application,139507008,1.01,0.539,2.5,0.01145,0.045339998,21.525,Technology,6,2888916,2928955,2.51,2.582
DXC,9.976998,0.009,9,1880999936,2,1.034128,6,10,0.947,59.709,0.625,0.629,0.22035,5.591,1.232,9.13,0.00305,0.87514997,Information Technology Services,1880999936,0.36,0.843,2.2,0.06844,0.15771,86.298,Technology,6,4409163,6886667,2.5,6.386
