Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
MPACU,Matlin & Partners Acquisition Corporation,10.75,0,n/a,2017,Energy,Oilfield Services/Equipment
MPACW,Matlin & Partners Acquisition Corporation,0.77,0,n/a,2017,Energy,Oilfield Services/Equipment
MTRX,Matrix Service Company,21.325,571995634.2,n/a,1990,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",15.72,5410085647,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation,52.25,1677090300,n/a,1994,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",62.31,17323368127,n/a,1988,Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",3.69,140791772.9,n/a,n/a,Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,47.25,829930137.8,17564659,n/a,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,48.46,4080368103,n/a,n/a,Finance,Major Banks
MBFIO,MB Financial Inc.,26.14,0,n/a,n/a,Finance,Major Banks
MCFT,"MCBC Holdings, Inc.",26.77,500162060.1,n/a,2015,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,56.6,1367996587,n/a,1984,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,4.9,244681965.5,n/a,n/a,Technology,Advertising
MFIN,Medallion Financial Corp.,6.34,154942137.8,n/a,n/a,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,25.5788,0,n/a,n/a,Finance,Finance: Consumer Services
MTBC,"Medical Transcription Billing, Corp.",4.6,54493550.4,n/a,2014,Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",27.599,25647723.1,n/a,n/a,Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",11.52,482446921,n/a,n/a,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",84.23,5144238088,n/a,2009,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,3.089,1100202.952,356168,n/a,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd.,0.5201,0,n/a,n/a,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,6.35,172585627.7,n/a,2014,Consumer Durables,Specialty Chemicals
MEDP,"Medpace Holdings, Inc.",58.91,2095517301,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEIP,"MEI Pharma, Inc.",4.25,298888632.3,n/a,n/a,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,11.38,309355422.2,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MLCO,Melco Resorts & Entertainment Limited,24.17,5842772510,241736554,n/a,Consumer Services,Hotels/Resorts
MLNT,"Melinta Therapeutics, Inc.",4.6,257647168.4,n/a,2012,Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",81.75,4330318592,n/a,2007,Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",19.85,51582686.4,n/a,2014,Finance,Major Banks
MNLO,Menlo Therapeutics Inc.,8.04,184743103.9,n/a,2018,Health Care,Major Pharmaceuticals
MTSL,MER Telemanagement Solutions Ltd.,1.66,5177347.44,n/a,1997,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",377.44,17044195468,n/a,2007,Miscellaneous,Business Services
MBNAA,Mercantil Bank Holding Corporation,6,0,n/a,n/a,Finance,Major Banks
MBNAB,Mercantil Bank Holding Corporation,6,0,n/a,n/a,Finance,Major Banks
MBWM,Mercantile Bank Corporation,35.33,586846633.2,n/a,1998,Finance,Major Banks
MERC,Mercer International Inc.,17.85,1163849649,n/a,n/a,Basic Industries,Paper
MBIN,Merchants Bancorp,25.76,739158367.4,n/a,2017,Finance,Major Banks
MRCY,Mercury Systems Inc,53.21,2565861652,n/a,1998,Capital Goods,Electrical Products
EBSB,"Meridian Bancorp, Inc.",17.85,962643252.9,n/a,n/a,Finance,Major Banks
VIVO,Meridian Bioscience Inc.,15.5,657127491,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRBK,Meridian Corporation,17.26,110330873.6,n/a,2017,n/a,n/a
MMSI,"Merit Medical Systems, Inc.",58.6,3207499480,n/a,n/a,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",5.83,77788430.72,n/a,2012,Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",13.85,320674839.3,n/a,2017,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,19.91,450619048,n/a,2016,Health Care,Major Pharmaceuticals
MESA,"Mesa Air Group, Inc.",12.84,1882493214,n/a,2018,Transportation,Air Freight/Delivery Services
MLAB,"Mesa Laboratories, Inc.",204.61,787378565.1,n/a,n/a,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,5.98,40990370.46,6854577,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",84.95,1109423384,n/a,1993,Finance,Savings Institutions
MEOH,Methanex Corporation,74.35,5909571756,n/a,n/a,Basic Industries,Major Chemicals
MGEE,MGE Energy Inc.,65.25,2262111143,n/a,n/a,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",72.84,1227189163,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc. ,0.59,25795051.93,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,86.82,20451130627,n/a,1993,Technology,Semiconductors
MU,"Micron Technology, Inc.",51.83,60112984797,n/a,n/a,Technology,Semiconductors
MSFT,Microsoft Corporation,112.02,8.58994E+11,n/a,1986,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,147.8,1694880833,n/a,1998,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",1.04,96796276.72,n/a,1996,Capital Goods,Industrial Machinery/Components
MICT,"MICT, Inc.",1.2914,12064407.31,n/a,n/a,Capital Goods,Electrical Products
MPB,Mid Penn Bancorp,30.8,260287504.4,n/a,n/a,Finance,Major Banks
MTP,Midatech Pharma PLC,0.6258,1827594.455,2920413,n/a,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",1.55,47175992.2,n/a,2011,Energy,Oil & Gas Production
MBCN,Middlefield Banc Corp.,50.1,162019592.4,n/a,n/a,Finance,Major Banks
MSEX,Middlesex Water Company,44.84,735032974,n/a,n/a,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",34.13,808037101.6,n/a,2016,Finance,Major Banks
MSVB,"Mid-Southern Bancorp, Inc.",12.35,44098762.5,n/a,2018,Finance,Savings Institutions
MOFG,"MidWestOne Financial Group, Inc.",33.78,412828994.5,n/a,n/a,Finance,Major Banks
MIME,Mimecast Limited,42.01,2508410714,n/a,2015,Technology,Computer Software: Prepackaged Software
MDXG,"MiMedx Group, Inc",5.42,601809011.7,n/a,n/a,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,2.34,45179358.12,n/a,n/a,Technology,EDP Services
MB,"MINDBODY, Inc.",37.4,1785208328,n/a,2015,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",9.95,385804712.9,n/a,2014,Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",5.74,174170886.4,n/a,2014,Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",57.1,1847672291,n/a,n/a,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",20.5,192799240.5,n/a,1992,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",4.08,49324747.92,n/a,1994,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",23.95,0,n/a,n/a,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",7.15,270247055.7,n/a,n/a,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,10.97,1345794247,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",92.8,5084630227,n/a,1999,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",26.75,155175278.8,n/a,n/a,Finance,Real Estate
MINI,"Mobile Mini, Inc.",43.65,1949297125,n/a,1994,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",4.85,498271438.2,n/a,2014,Technology,Computer Software: Prepackaged Software
MMDM,Modern Media Acquisition Corp.,10.08,63247242.24,n/a,2017,Finance,Business Services
MMDMR,Modern Media Acquisition Corp.,0.48,0,n/a,2017,Finance,Business Services
MMDMU,Modern Media Acquisition Corp.,10.85,0,n/a,2017,Finance,Business Services
MMDMW,Modern Media Acquisition Corp.,0.647,0,n/a,2017,Finance,Business Services
MOGO,Mogo Finance Technology Inc.,3.3,75638329.8,n/a,n/a,Finance,Finance: Consumer Services
MTEM,"Molecular Templates, Inc.",5.5,148858589,n/a,n/a,Health Care,Major Pharmaceuticals
MBRX,"Moleculin Biotech, Inc.",1.74,46739004.78,n/a,2016,Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",26.5,2075341352,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,47.56,6982021544,146804490,2014,Technology,Computer Software: Prepackaged Software
MKGI,"Monaker Group, Inc.",2.2878,18384660.14,n/a,n/a,Consumer Services,Transportation Services
MCRI,"Monarch Casino & Resort, Inc.",47.24,844871007.7,n/a,1993,Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",42.54,62387504897,n/a,n/a,Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",6.64,369228926.2,n/a,n/a,Miscellaneous,Business Services
MDB,"MongoDB, Inc.",71.91,3640908864,n/a,2017,Technology,Computer Software: Prepackaged Software
MPWR,"Monolithic Power Systems, Inc.",149.46,6322113162,n/a,2004,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,21.1,888391340.5,n/a,2007,Technology,EDP Services
MNRO,"Monro, Inc. ",70.6,2321734091,n/a,1991,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,13.71,280294972.4,n/a,2012,n/a,n/a
MNST,Monster Beverage Corporation,61.38,33913869719,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
MORN,"Morningstar, Inc.",139.54,5949436650,n/a,2005,Finance,Investment Managers
MOR,MorphoSys AG,29.52,301270729,10205648,2018,Health Care,Major Pharmaceuticals
MOSY,"MoSys, Inc.",0.8549,6985310.959,n/a,2001,Technology,Semiconductors
MTFB,Motif Bio plc,8.7,11568546.6,1329718,2016,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,2.6,0,n/a,2016,Health Care,Major Pharmaceuticals
MPAA,"Motorcar Parts of America, Inc.",26.4,499385251.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
MOTS,"Motus GI Holdings, Inc.",5.26,82467947.42,n/a,2018,Health Care,Medical/Dental Instruments
MPVD,Mountain Province Diamonds Inc.,2.15,451512491.5,n/a,n/a,Basic Industries,Precious Metals
MOXC,"Moxian, Inc.",1.26,84870099.72,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
MSBF,MSB Financial Corp.,20.95,115500806.8,n/a,n/a,Finance,Savings Institutions
MTEC,MTech Acquisition Corp.,10.09,21564802.05,n/a,2018,Finance,Business Services
MTECU,MTech Acquisition Corp.,10.8599,0,n/a,2018,Finance,Business Services
MTECW,MTech Acquisition Corp.,0.9,0,n/a,2018,Finance,Business Services
MTGE,MTGE Investment Corp.,20.05,918243624.4,n/a,2011,Consumer Services,Real Estate Investment Trusts
MTGEP,MTGE Investment Corp.,25.8,51600000,n/a,n/a,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,53.45,954619779.4,n/a,n/a,Capital Goods,Industrial Machinery/Components
MUDS,Mudrick Capital Acquisition Corporation,9.68,60721246.08,n/a,2018,Finance,Business Services
MUDSU,Mudrick Capital Acquisition Corporation,10.35,0,n/a,2018,Finance,Business Services
MUDSW,Mudrick Capital Acquisition Corporation,0.66,0,n/a,2018,Finance,Business Services
LABL,Multi-Color Corporation,60.35,1236977474,n/a,1987,Miscellaneous,Publishing
MBIO,"Mustang Bio, Inc.",6.9,188117142.6,n/a,n/a,Health Care,Major Pharmaceuticals
MFSF,MutualFirst Financial Inc.,37.95,325892740.8,n/a,n/a,Finance,Major Banks
MVBF,MVB Financial Corp.,18.3,207478537.5,n/a,n/a,Finance,Major Banks
MYSZ,"My Size, Inc.",0.8189,24329541.93,n/a,n/a,Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,39.27,20246326065,n/a,n/a,Health Care,Major Pharmaceuticals
MYND,"MYnd Analytics, Inc.",1.77,11122851.69,n/a,n/a,Health Care,Hospital/Nursing Management
MYNDW,"MYnd Analytics, Inc.",0.1219,0,n/a,n/a,Health Care,Hospital/Nursing Management
MYOK,"MyoKardia, Inc.",59.5,2386866360,n/a,2015,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,1.31,9790577.13,n/a,n/a,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",35.17,582612292.7,n/a,n/a,Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",49.73,3526869204,n/a,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics plc,2.6,172858813.4,n/a,2015,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Limited,3.96,90915176.88,n/a,n/a,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,2.23,21193059.22,9503614,n/a,Technology,Electrical Products
NANO,Nanometrics Incorporated,43.83,1057906389,n/a,1984,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",15.8,470647429.6,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAOV,"NanoVibronix, Inc.",4.81,19037753.93,n/a,n/a,Health Care,Industrial Specialties
NH,"NantHealth, Inc.",2.31,252879495.3,n/a,2016,Technology,EDP Services
NK,"NantKwest, Inc.",3.06,242376100.6,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",14.45,270455462.5,n/a,n/a,Consumer Durables,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",94.85,15603631889,n/a,n/a,Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",27.57,1680231043,n/a,2015,Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",88.95,372481594.1,n/a,1993,Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",0.8994,21895103.33,n/a,n/a,Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",46.45,323197892.3,n/a,n/a,Finance,Major Banks
FIZZ,National Beverage Corp.,114.26,5327399922,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",9.02,712535044.3,n/a,2007,Consumer Services,Advertising
NCOM,National Commerce Corporation,44.45,916708396.5,n/a,2015,Finance,Major Banks
NESR,National Energy Services Reunited Corp.,10.9658,938264212.3,n/a,2017,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp.,1.68,0,n/a,2017,Energy,Oilfield Services/Equipment
NGHC,National General Holdings Corp,27.37,2930171192,n/a,n/a,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,25.09,0,n/a,n/a,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,25.15,0,n/a,n/a,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,25.29,55638000,n/a,n/a,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,25.7213,0,n/a,n/a,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,3.35,41844816.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,1.1,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,47.5,6279884988,n/a,1995,Technology,Computer Software: Prepackaged Software
NRC,National Research Corporation,38.8,959872540.4,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",15.89,40156191.04,n/a,n/a,Finance,Life Insurance
EYE,"National Vision Holdings, Inc.",43.1,3252863371,n/a,2017,Health Care,Ophthalmic Goods
NWLI,"National Western Life Group, Inc.",326.36,1186699136,n/a,n/a,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",9.675,73127607.08,n/a,n/a,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,26.74,304196700.1,n/a,n/a,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",8.9,170257080.1,n/a,n/a,Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,36.85,1232265179,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
JSM,Navient Corporation,23.73,0,n/a,n/a,Finance,Finance: Consumer Services
NAVI,Navient Corporation,13.4,3546005900,n/a,n/a,Finance,Investment Bankers/Brokers/Service
NBTB,NBT Bancorp Inc.,40.43,1764923094,n/a,n/a,Finance,Major Banks
NCSM,"NCS Multistage Holdings, Inc.",16.1,723033612,n/a,2017,Energy,Oilfield Services/Equipment
NEBU,Nebula Acquisition Corporation,9.7241,78755223.35,n/a,2018,Finance,Business Services
NEBUU,Nebula Acquisition Corporation,10.2,0,n/a,2018,Finance,Business Services
NEBUW,Nebula Acquisition Corporation,1.4677,0,n/a,2018,Finance,Business Services
NKTR,Nektar Therapeutics,66.75,11512290598,n/a,n/a,Health Care,Major Pharmaceuticals
NMRD,Nemaura Medical Inc.,2.15,440750000,n/a,n/a,Health Care,Medical/Dental Instruments
NEOG,Neogen Corporation,89.5,4632248278,n/a,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",13.84,1129889379,n/a,n/a,Health Care,Precision Instruments
NTGN,"Neon Therapeutics, Inc.",11.59,328027991.7,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NEON,Neonode Inc.,0.3101,18170155.38,n/a,n/a,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",5.5,163206505,n/a,2015,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,0.0356,66757713.2,n/a,n/a,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,4.1,324882565,n/a,n/a,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",8.78,499250001.9,n/a,2005,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",6.2,23924640.6,n/a,n/a,Technology,EDP Services
NTAP,"NetApp, Inc.",86.25,22361886735,n/a,1995,Technology,Electronic Components
NTES,"NetEase, Inc.",209.46,15988215226,76330637,n/a,Miscellaneous,Business Services
NFLX,"Netflix, Inc.",368.04,1.60266E+11,n/a,2002,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",70.15,2231345651,n/a,2003,Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",0.1219,13568840.52,n/a,2006,Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",25.75,2073783383,n/a,1999,Technology,EDP Services
NTWK,NetSol Technologies Inc.,5.9,67600270.7,n/a,n/a,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",1.2001,18193532.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",121.66,11006502459,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,"NeuroMetrix, Inc.",1.26,9269481.06,n/a,2004,Health Care,Medical/Dental Instruments
NUROW,"NeuroMetrix, Inc.",0.0351,0,n/a,n/a,Health Care,Medical/Dental Instruments
STIM,"Neuronetics, Inc.",33.86,595158811.4,n/a,2018,Health Care,Medical/Dental Instruments
NTRP,"Neurotrope, Inc.",9.03,71424527.79,n/a,n/a,Health Care,Major Pharmaceuticals
NBEV,New Age Beverages Corporation,1.52,61101776.24,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
NYMT,"New York Mortgage Trust, Inc.",6.37,794247437.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts
NYMTN,"New York Mortgage Trust, Inc.",24.23,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
NYMTO,"New York Mortgage Trust, Inc.",24.46,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
NYMTP,"New York Mortgage Trust, Inc.",24.48,0,n/a,n/a,Finance,Finance: Consumer Services
NEWA,"Newater Technology, Inc.",11.05,119439450,n/a,2017,Basic Industries,Miscellaneous
NLNK,NewLink Genetics Corporation,3.09,114992143.7,n/a,2011,Health Care,Major Pharmaceuticals
NMRK,"Newmark Group, Inc.",12.84,1987138867,n/a,2017,Finance,Real Estate
NWS,News Corporation,13.85,8074816820,n/a,n/a,Consumer Services,Newspapers/Magazines
NWSA,News Corporation,13.34,7777476995,n/a,n/a,Consumer Services,Newspapers/Magazines
NEWT,Newtek Business Services Corp.,23.4,439740919.8,n/a,n/a,n/a,n/a
NEWTI,Newtek Business Services Corp.,25.85,0,n/a,n/a,n/a,n/a
NEWTZ,Newtek Business Services Corp.,25.33,0,n/a,n/a,n/a,n/a
NXEO,"Nexeo Solutions, Inc.",10.14,909904240.4,n/a,n/a,Consumer Durables,Specialty Chemicals
NXEOU,"Nexeo Solutions, Inc.",11.5,0,n/a,2014,Consumer Durables,Specialty Chemicals
NXEOW,"Nexeo Solutions, Inc.",0.68,0,n/a,n/a,Consumer Durables,Specialty Chemicals
NXST,"Nexstar Media Group, Inc.",80.65,3674035752,n/a,2003,Consumer Services,Broadcasting
NEXT,NextDecade Corporation,6.55,712975143.9,n/a,2015,Public Utilities,Oil & Gas Production
NFEC,NF Energy Saving Corporation,4.3,32565142.7,n/a,n/a,Capital Goods,Metal Fabrications
NODK,"NI Holdings, Inc.",16.78,375198182.3,n/a,2017,Finance,Property-Casualty Insurers
EGOV,NIC Inc.,16.8,1118205631,n/a,1999,Miscellaneous,Business Services
NICE,NICE Ltd,115.61,4947320233,42793186,n/a,Technology,Computer Manufacturing
NICK,"Nicholas Financial, Inc.",11.13,88028527.86,n/a,n/a,Finance,Finance Companies
NCBS,Nicolet Bankshares Inc.,55.16,532005733.8,n/a,n/a,Finance,Major Banks
NITE,Nightstar Therapeutics plc,20.3,129894767.1,6398757,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NIHD,"NII Holdings, Inc.",5.67,569665795.9,n/a,n/a,Public Utilities,Telecommunications Equipment
